order_id,customer_name,product,quantity,price,order_date
92,Jilli Branford,error: undefined method `first' for nil:NilClass,6,1161.5,9/16/2025
93,Andeee McGillicuddy,error: undefined method `first' for nil:NilClass,2,3855.82,11/25/2025
94,Lyssa Gilliland,error: undefined method `first' for nil:NilClass,8,3607.1,2/16/2025
95,Karlie Merrell,error: undefined method `first' for nil:NilClass,10,2575.45,8/27/2025
96,Letti Aikett,error: undefined method `first' for nil:NilClass,10,616.26,5/14/2025
97,Simonne Beadles,error: undefined method `first' for nil:NilClass,9,4534.28,6/25/2025
98,Caddric Filipov,error: undefined method `first' for nil:NilClass,6,200.07,5/18/2025
99,Emilie Hyman,error: undefined method `first' for nil:NilClass,1,4864.7,1/3/2025
100,Scotti Mosco,error: undefined method `first' for nil:NilClass,7,2510.84,1/22/2025
101,Cammy Pateman,error: undefined method `first' for nil:NilClass,8,1535.85,1/15/2025
102,Jada Brittan,error: undefined method `first' for nil:NilClass,9,1577.82,6/13/2025
103,Huntington Cescoti,error: undefined method `first' for nil:NilClass,7,230.67,10/5/2025
104,Tracy Fairest,error: undefined method `first' for nil:NilClass,3,1257.24,7/29/2025
105,Clement Ogg,error: undefined method `first' for nil:NilClass,9,1418.01,5/12/2025
106,Ekaterina Karczinski,error: undefined method `first' for nil:NilClass,10,4828.58,10/30/2025
107,Jobie Millhouse,error: undefined method `first' for nil:NilClass,1,3592.34,2/13/2025
108,Katy Sutherden,error: undefined method `first' for nil:NilClass,1,175.08,3/10/2025
109,Kore Shand,error: undefined method `first' for nil:NilClass,8,1136.92,4/17/2025
110,Stormi Laydel,error: undefined method `first' for nil:NilClass,1,2589.03,10/24/2025
111,Gaspar Bowton,error: undefined method `first' for nil:NilClass,1,4106.85,6/25/2025
112,Skyler Downing,error: undefined method `first' for nil:NilClass,4,42.59,7/25/2025
113,Andrew Jendrach,error: undefined method `first' for nil:NilClass,8,312.48,12/16/2025
114,Eulalie Dutteridge,error: undefined method `first' for nil:NilClass,6,521.53,2/14/2025
115,Lenette Antognozzii,error: undefined method `first' for nil:NilClass,4,4203.82,2/27/2025
116,Maitilde Ball,error: undefined method `first' for nil:NilClass,7,726.93,11/7/2025
117,Kimberley Puttock,error: undefined method `first' for nil:NilClass,5,1329.22,10/6/2025
118,Wilie Morgan,error: undefined method `first' for nil:NilClass,9,2052.11,11/21/2025
119,Yorgo Cure,error: undefined method `first' for nil:NilClass,9,1204.54,8/27/2025
120,Keene Campsall,error: undefined method `first' for nil:NilClass,3,1878.06,4/30/2025
121,Terry Ferriere,error: undefined method `first' for nil:NilClass,3,3760.47,5/24/2025
122,Krispin St Clair,error: undefined method `first' for nil:NilClass,7,2380.06,3/29/2025
123,Mayne Towns,error: undefined method `first' for nil:NilClass,2,3096.27,12/13/2025
124,Rockey Balasin,error: undefined method `first' for nil:NilClass,10,1953.19,6/28/2025
125,Floris De Vere,error: undefined method `first' for nil:NilClass,4,1690.51,6/25/2025
126,Sam Doley,error: undefined method `first' for nil:NilClass,9,4270.64,12/8/2025
127,Rich Werlock,error: undefined method `first' for nil:NilClass,6,2466.08,9/28/2025
128,Kacy Bayless,error: undefined method `first' for nil:NilClass,4,1610.31,4/7/2025
129,Shayna Barense,error: undefined method `first' for nil:NilClass,4,4356.87,2/16/2025
130,Rana Franceschino,error: undefined method `first' for nil:NilClass,9,4123.13,12/27/2025
131,Calley Addenbrooke,error: undefined method `first' for nil:NilClass,9,532.93,5/6/2025
132,Blondy Weare,error: undefined method `first' for nil:NilClass,8,1189.22,1/3/2025
133,Danni Clayden,error: undefined method `first' for nil:NilClass,5,2721.2,1/29/2025
134,Leigh Romanet,error: undefined method `first' for nil:NilClass,10,4522.09,1/17/2025
135,Aland McAvey,error: undefined method `first' for nil:NilClass,4,2965.08,8/1/2025
136,Callida Lampart,error: undefined method `first' for nil:NilClass,5,3280.06,12/14/2025
137,Marys Metzel,error: undefined method `first' for nil:NilClass,6,318.27,4/12/2025
138,Beth Norley,error: undefined method `first' for nil:NilClass,9,1289.48,11/5/2025
139,Tallou Iglesia,error: undefined method `first' for nil:NilClass,2,2145.98,9/20/2025
140,Marsh Elford,error: undefined method `first' for nil:NilClass,4,242.97,1/23/2025
141,Gannon Glasbey,error: undefined method `first' for nil:NilClass,5,2134.39,5/25/2025
142,Hana Domnin,error: undefined method `first' for nil:NilClass,7,2585.83,3/28/2025
143,Tressa Gyngell,error: undefined method `first' for nil:NilClass,10,74.97,7/22/2025
144,Jorie Saladino,error: undefined method `first' for nil:NilClass,1,1335.91,2/4/2025
145,Kissee Toppes,error: undefined method `first' for nil:NilClass,10,3745.11,1/4/2025
146,Paulo Darnbrook,error: undefined method `first' for nil:NilClass,6,3094.73,3/1/2025
147,Otho Wilsdon,error: undefined method `first' for nil:NilClass,10,3947.89,3/18/2025
148,Brier Daborn,error: undefined method `first' for nil:NilClass,10,1749.21,12/20/2025
149,Shaine Scoates,error: undefined method `first' for nil:NilClass,7,1686.51,8/24/2025
150,Alaster Reddyhoff,error: undefined method `first' for nil:NilClass,2,2485.21,8/20/2025
151,Jandy Frantsev,error: undefined method `first' for nil:NilClass,8,2367.9,1/27/2025
152,Ranice Drewry,error: undefined method `first' for nil:NilClass,7,3910.36,12/4/2025
153,Preston Durek,error: undefined method `first' for nil:NilClass,2,2451.05,9/21/2025
154,Sheryl Woodvine,error: undefined method `first' for nil:NilClass,1,4681.12,5/27/2025
155,Waring Martyns,error: undefined method `first' for nil:NilClass,9,609.05,2/27/2025
156,Edna Crisall,error: undefined method `first' for nil:NilClass,9,1683.0,8/2/2025
157,Mimi Whittlesea,error: undefined method `first' for nil:NilClass,3,4334.28,4/7/2025
158,Meyer Magister,error: undefined method `first' for nil:NilClass,9,3407.13,5/17/2025
159,Johnnie Lembcke,error: undefined method `first' for nil:NilClass,2,4176.18,10/12/2025
160,Lenora Powney,error: undefined method `first' for nil:NilClass,10,3896.38,11/24/2025
161,Olimpia Oattes,error: undefined method `first' for nil:NilClass,7,863.03,2/16/2025
162,Pavia Kemmer,error: undefined method `first' for nil:NilClass,1,1470.44,3/24/2025
163,Redford MacNelly,error: undefined method `first' for nil:NilClass,2,4204.91,6/6/2025
164,Inglis Cornhill,error: undefined method `first' for nil:NilClass,4,4178.86,9/28/2025
165,Ilka Corkell,error: undefined method `first' for nil:NilClass,5,1739.65,2/23/2025
166,Angelica Colegrove,error: undefined method `first' for nil:NilClass,2,791.83,9/17/2025
167,Anette McCluin,error: undefined method `first' for nil:NilClass,7,4950.94,9/11/2025
168,Annelise Oven,error: undefined method `first' for nil:NilClass,8,3505.43,5/28/2025
169,Hilton Huge,error: undefined method `first' for nil:NilClass,9,2629.47,5/15/2025
170,Roley Bloxsom,error: undefined method `first' for nil:NilClass,4,4467.44,6/13/2025
171,Axel Shingfield,error: undefined method `first' for nil:NilClass,1,1789.8,8/11/2025
172,Basilio Udey,error: undefined method `first' for nil:NilClass,3,4130.98,7/30/2025
173,Harland Butrimovich,error: undefined method `first' for nil:NilClass,1,3067.32,9/16/2025
174,Ora MacCawley,error: undefined method `first' for nil:NilClass,7,1836.66,12/2/2025
175,Dahlia Volante,error: undefined method `first' for nil:NilClass,10,4473.15,3/4/2025
176,Bronnie Margrem,error: undefined method `first' for nil:NilClass,8,4839.3,11/27/2025
177,Avivah Ricold,error: undefined method `first' for nil:NilClass,2,3785.55,10/26/2025
178,Nanon Caustic,error: undefined method `first' for nil:NilClass,3,4448.61,7/9/2025
179,Amabelle Redihalgh,error: undefined method `first' for nil:NilClass,6,4048.03,2/13/2025
180,Else McCosker,error: undefined method `first' for nil:NilClass,8,4705.69,5/24/2025
181,Kylie Cruikshank,error: undefined method `first' for nil:NilClass,10,202.26,8/15/2025
182,Lilias Trazzi,error: undefined method `first' for nil:NilClass,8,435.57,7/21/2025
183,Shirline Dairton,error: undefined method `first' for nil:NilClass,5,1619.3,3/14/2025
184,Lesley Chastaing,error: undefined method `first' for nil:NilClass,3,1451.89,2/5/2025
185,Jasmin Cubberley,error: undefined method `first' for nil:NilClass,2,3717.11,8/26/2025
186,Baudoin Stephen,error: undefined method `first' for nil:NilClass,8,718.38,5/25/2025
187,Flss Joblin,error: undefined method `first' for nil:NilClass,10,4614.07,1/20/2025
188,Alfy Southworth,error: undefined method `first' for nil:NilClass,4,2038.06,11/30/2025
189,Theresa Sissens,error: undefined method `first' for nil:NilClass,10,4621.61,1/18/2025
190,Kevin Finnigan,error: undefined method `first' for nil:NilClass,8,3757.06,8/5/2025
191,Creighton Garmon,error: undefined method `first' for nil:NilClass,10,822.97,9/22/2025
192,Kasey Sendley,error: undefined method `first' for nil:NilClass,6,1788.04,4/26/2025
193,Jilli Matterson,error: undefined method `first' for nil:NilClass,8,4412.13,1/26/2025
194,Giacinta Twidell,error: undefined method `first' for nil:NilClass,7,3904.36,1/17/2025
195,Harmony Parysiak,error: undefined method `first' for nil:NilClass,2,410.99,11/17/2025
196,Florinda Lipson,error: undefined method `first' for nil:NilClass,9,1389.48,9/22/2025
197,Dori Brotherhead,error: undefined method `first' for nil:NilClass,6,1826.34,11/20/2025
198,Shane Peye,error: undefined method `first' for nil:NilClass,5,1533.95,4/2/2025
199,Lannie Dymott,error: undefined method `first' for nil:NilClass,9,211.92,5/25/2025
200,Huntington Sidwick,error: undefined method `first' for nil:NilClass,9,4568.58,9/29/2025
201,Kore Bendley,error: undefined method `first' for nil:NilClass,7,3210.72,12/30/2025
202,Niccolo Benzing,error: undefined method `first' for nil:NilClass,4,94.53,3/16/2025
203,Lavina Mylechreest,error: undefined method `first' for nil:NilClass,8,4046.62,3/17/2025
204,Dawna Drever,error: undefined method `first' for nil:NilClass,6,4593.33,1/5/2025
205,Dunn Fowlds,error: undefined method `first' for nil:NilClass,10,1610.43,1/23/2025
206,Candice Kowal,error: undefined method `first' for nil:NilClass,10,3668.15,7/8/2025
207,Jarred Zavattieri,error: undefined method `first' for nil:NilClass,2,2498.28,8/18/2025
208,Jamill Eplett,error: undefined method `first' for nil:NilClass,8,2977.48,10/8/2025
209,Cassey Patten,error: undefined method `first' for nil:NilClass,8,2363.45,1/23/2025
210,Iormina Heber,error: undefined method `first' for nil:NilClass,5,4085.74,7/9/2025
211,Carol-jean Boyfield,error: undefined method `first' for nil:NilClass,10,551.46,3/2/2025
212,Garth Griggs,error: undefined method `first' for nil:NilClass,7,509.83,2/19/2025
213,Hank Mathwin,error: undefined method `first' for nil:NilClass,1,2926.83,9/23/2025
214,Petronella Tuff,error: undefined method `first' for nil:NilClass,8,3497.1,3/4/2025
215,Teodoro Porritt,error: undefined method `first' for nil:NilClass,3,291.21,9/16/2025
216,Samaria Mycock,error: undefined method `first' for nil:NilClass,1,1664.25,6/7/2025
217,Lorrayne Longlands,error: undefined method `first' for nil:NilClass,5,2985.36,3/29/2025
218,Frederic Conti,error: undefined method `first' for nil:NilClass,10,2990.26,8/28/2025
219,Burlie Pohls,error: undefined method `first' for nil:NilClass,3,3102.18,9/30/2025
220,Jaquelyn Baugh,error: undefined method `first' for nil:NilClass,6,2171.3,3/31/2025
221,Demetris Toth,error: undefined method `first' for nil:NilClass,2,161.49,11/18/2025
222,Joyann Keerl,error: undefined method `first' for nil:NilClass,8,1395.56,9/17/2025
223,Wrennie Elderidge,error: undefined method `first' for nil:NilClass,3,806.92,10/25/2025
224,Farly Gedney,error: undefined method `first' for nil:NilClass,7,4682.14,4/22/2025
225,Matthus Wolfenden,error: undefined method `first' for nil:NilClass,1,3449.22,4/13/2025
226,Paolina Joreau,error: undefined method `first' for nil:NilClass,6,391.67,1/31/2025
227,Hurlee D'Alesco,error: undefined method `first' for nil:NilClass,5,4815.74,5/3/2025
228,Hester Test,error: undefined method `first' for nil:NilClass,9,4810.6,1/29/2025
229,Raye Campanelle,error: undefined method `first' for nil:NilClass,1,3528.15,12/12/2025
230,Boote Gilbane,error: undefined method `first' for nil:NilClass,5,4574.51,6/21/2025
231,Jerrine Alexandre,error: undefined method `first' for nil:NilClass,9,2513.12,7/21/2025
232,Pippo Boniface,error: undefined method `first' for nil:NilClass,5,3217.48,1/12/2025
233,Chrysa Piotrkowski,error: undefined method `first' for nil:NilClass,6,1249.52,12/22/2025
234,Charlena Grollmann,error: undefined method `first' for nil:NilClass,6,1356.74,2/7/2025
235,Amerigo Bohden,error: undefined method `first' for nil:NilClass,3,64.74,3/10/2025
236,Avrom Balls,error: undefined method `first' for nil:NilClass,1,4519.61,12/17/2025
237,Corry Jeffels,error: undefined method `first' for nil:NilClass,8,3197.61,10/16/2025
238,Davida McClaughlin,error: undefined method `first' for nil:NilClass,2,3957.17,5/4/2025
239,Valentino Shuard,error: undefined method `first' for nil:NilClass,1,291.43,12/6/2025
240,Daryl Balchin,error: undefined method `first' for nil:NilClass,7,3723.55,5/29/2025
241,Worthy Yarnley,error: undefined method `first' for nil:NilClass,10,4235.02,5/15/2025
242,Huntlee McCollum,error: undefined method `first' for nil:NilClass,1,968.42,6/25/2025
243,Viviene Whitnell,error: undefined method `first' for nil:NilClass,10,2539.02,2/11/2025
244,Jory Carlisi,error: undefined method `first' for nil:NilClass,8,1873.16,2/22/2025
245,Willy Merdew,error: undefined method `first' for nil:NilClass,10,2464.4,7/2/2025
246,Maggy Yurenev,error: undefined method `first' for nil:NilClass,8,1333.76,6/26/2025
247,Claude Aked,error: undefined method `first' for nil:NilClass,8,960.37,6/19/2025
248,Leigh Tomlins,error: undefined method `first' for nil:NilClass,7,1955.19,4/7/2025
249,Catharina Coslett,error: undefined method `first' for nil:NilClass,3,2834.67,9/11/2025
250,Noelyn Simcock,error: undefined method `first' for nil:NilClass,8,2163.98,7/25/2025
251,Gian Coldicott,error: undefined method `first' for nil:NilClass,9,2413.03,3/25/2025
252,Corabelle Gairdner,error: undefined method `first' for nil:NilClass,6,4973.13,3/19/2025
253,Kirbee Domengue,error: undefined method `first' for nil:NilClass,5,805.47,4/26/2025
254,Chelsey Toderi,error: undefined method `first' for nil:NilClass,3,2840.85,4/9/2025
255,Sheryl Hickeringill,error: undefined method `first' for nil:NilClass,7,2800.97,9/19/2025
256,Abbey Edinburgh,error: undefined method `first' for nil:NilClass,3,2925.73,7/4/2025
257,Gavin Ibbott,error: undefined method `first' for nil:NilClass,6,30.4,1/30/2025
258,Claudine Ferby,error: undefined method `first' for nil:NilClass,6,1966.41,4/12/2025
259,Thomasina Bridgstock,error: undefined method `first' for nil:NilClass,8,1369.78,5/14/2025
260,Dniren Denzilow,error: undefined method `first' for nil:NilClass,10,3718.91,9/5/2025
261,Ilene Cottel,error: undefined method `first' for nil:NilClass,9,3319.02,6/10/2025
262,Virgina Tissier,error: undefined method `first' for nil:NilClass,2,142.92,4/23/2025
263,Jehu Messenger,error: undefined method `first' for nil:NilClass,9,3765.87,12/10/2025
264,Tammy Seldon,error: undefined method `first' for nil:NilClass,1,1389.05,1/5/2025
265,Hamid MacGarrity,error: undefined method `first' for nil:NilClass,2,436.95,9/26/2025
266,Georgia Bould,error: undefined method `first' for nil:NilClass,4,3240.58,10/28/2025
267,Debi Cairns,error: undefined method `first' for nil:NilClass,2,915.02,4/14/2025
268,Gallard Coveney,error: undefined method `first' for nil:NilClass,5,1456.15,8/7/2025
269,Balduin Camilleri,error: undefined method `first' for nil:NilClass,8,2959.31,3/26/2025
270,Jody Pedroni,error: undefined method `first' for nil:NilClass,3,4360.76,1/4/2025
271,Tatum Sacchetti,error: undefined method `first' for nil:NilClass,4,1282.74,1/7/2025
272,Yorgo Heggison,error: undefined method `first' for nil:NilClass,8,1713.11,9/7/2025
273,Benni Marcinkowski,error: undefined method `first' for nil:NilClass,9,2945.98,10/9/2025
274,Lewes Treagust,error: undefined method `first' for nil:NilClass,8,4835.2,11/29/2025
275,Berkley Cosgrave,error: undefined method `first' for nil:NilClass,2,4009.84,1/18/2025
276,Dotty Beaconsall,error: undefined method `first' for nil:NilClass,2,2779.85,2/1/2025
277,Eberto Bagwell,error: undefined method `first' for nil:NilClass,8,1005.2,7/18/2025
278,Colan Pulford,error: undefined method `first' for nil:NilClass,9,3185.37,12/4/2025
279,Tedra Conduit,error: undefined method `first' for nil:NilClass,5,2964.38,10/20/2025
280,Enrique Hinrichs,error: undefined method `first' for nil:NilClass,2,1574.07,2/4/2025
281,Westley Avramov,error: undefined method `first' for nil:NilClass,3,203.64,8/8/2025
282,Donavon Mottram,error: undefined method `first' for nil:NilClass,6,2997.19,9/12/2025
283,Simonette Chable,error: undefined method `first' for nil:NilClass,4,4141.78,3/26/2025
284,Regine Guly,error: undefined method `first' for nil:NilClass,8,4437.32,7/30/2025
285,Gloria Cronchey,error: undefined method `first' for nil:NilClass,2,1362.4,8/14/2025
286,Agna Roger,error: undefined method `first' for nil:NilClass,2,3548.15,6/25/2025
287,Cristine Hirsch,error: undefined method `first' for nil:NilClass,9,2227.62,10/16/2025
288,Holt Schultes,error: undefined method `first' for nil:NilClass,8,1212.27,10/18/2025
289,Rubie Hamblett,error: undefined method `first' for nil:NilClass,5,2557.48,9/30/2025
290,Antone Croser,error: undefined method `first' for nil:NilClass,3,1467.05,6/9/2025
291,Raquel Willowby,error: undefined method `first' for nil:NilClass,9,2165.59,10/29/2025
292,Dallas Gillbard,error: undefined method `first' for nil:NilClass,2,1533.06,5/29/2025
293,Amble Ugoletti,error: undefined method `first' for nil:NilClass,9,2178.58,8/9/2025
294,Mozes McLagain,error: undefined method `first' for nil:NilClass,10,1007.48,1/9/2025
295,Welby Faucett,error: undefined method `first' for nil:NilClass,5,4497.66,8/11/2025
296,Freddi Pinches,error: undefined method `first' for nil:NilClass,10,2327.34,6/7/2025
297,Joyann Evetts,error: undefined method `first' for nil:NilClass,2,1559.31,9/25/2025
298,Clementina Neward,error: undefined method `first' for nil:NilClass,8,4469.66,6/13/2025
299,Ludvig MacEvilly,error: undefined method `first' for nil:NilClass,7,2192.56,1/28/2025
300,Bobine Pavlovic,error: undefined method `first' for nil:NilClass,10,4528.31,10/21/2025
301,Gearalt Baldick,error: undefined method `first' for nil:NilClass,6,777.18,5/17/2025
302,Danette O'Toole,error: undefined method `first' for nil:NilClass,10,2124.36,11/11/2025
303,Evanne Cullingford,error: undefined method `first' for nil:NilClass,9,4621.43,9/24/2025
304,Elianora Bollans,error: undefined method `first' for nil:NilClass,8,94.03,8/15/2025
305,Erl McGonnell,error: undefined method `first' for nil:NilClass,7,3772.12,6/28/2025
306,Lorna Fetherston,error: undefined method `first' for nil:NilClass,4,2479.44,4/29/2025
307,Theresita Shilstone,error: undefined method `first' for nil:NilClass,9,266.95,5/1/2025
308,Sherrie Huard,error: undefined method `first' for nil:NilClass,6,3533.44,12/29/2025
309,Auroora Tregaskis,error: undefined method `first' for nil:NilClass,7,515.75,6/13/2025
310,Danette Spain,error: undefined method `first' for nil:NilClass,6,3300.99,12/20/2025
311,Alyss Cunningham,error: undefined method `first' for nil:NilClass,7,3385.75,9/23/2025
312,Bendick Walling,error: undefined method `first' for nil:NilClass,6,4637.47,6/20/2025
313,Karoly Courson,error: undefined method `first' for nil:NilClass,8,3591.36,4/5/2025
314,Dominique Cutress,error: undefined method `first' for nil:NilClass,4,4593.17,11/17/2025
315,Giorgio Cresser,error: undefined method `first' for nil:NilClass,3,2133.17,2/11/2025
316,Patience Cona,error: undefined method `first' for nil:NilClass,6,4741.17,5/20/2025
317,Barbara Greg,error: undefined method `first' for nil:NilClass,10,199.12,5/19/2025
318,Kareem Chard,error: undefined method `first' for nil:NilClass,9,2560.59,2/3/2025
319,Holly Gregon,error: undefined method `first' for nil:NilClass,2,3801.36,1/22/2025
320,Palm Lorking,error: undefined method `first' for nil:NilClass,9,3270.31,12/15/2025
321,Klement Loughlin,error: undefined method `first' for nil:NilClass,9,4024.05,5/18/2025
322,Amanda Esslemont,error: undefined method `first' for nil:NilClass,5,811.04,11/24/2025
323,Tymothy McCall,error: undefined method `first' for nil:NilClass,6,594.6,1/23/2025
324,Cass Beynkn,error: undefined method `first' for nil:NilClass,8,623.47,5/14/2025
