order_id,customer_name,product,quantity,price,order_date
170,Nico Brinsden,error: undefined method `first' for nil:NilClass,7,1422.2,6/23/2025
171,Paige Pilcher,error: undefined method `first' for nil:NilClass,9,3153.27,3/15/2025
172,Averell Godlee,error: undefined method `first' for nil:NilClass,3,3000.81,1/23/2025
173,Tamqrah Peche,error: undefined method `first' for nil:NilClass,5,4762.86,10/1/2025
174,Rafaelita Marzelo,error: undefined method `first' for nil:NilClass,7,1104.36,1/9/2025
175,Norine Sawford,error: undefined method `first' for nil:NilClass,9,2358.9,9/30/2025
176,Melina Ledgeway,error: undefined method `first' for nil:NilClass,8,2433.87,12/18/2025
177,Babbie Barzen,error: undefined method `first' for nil:NilClass,7,1864.62,9/17/2025
178,Brian Sibborn,error: undefined method `first' for nil:NilClass,2,4562.65,2/27/2025
179,Natalie Dunnan,error: undefined method `first' for nil:NilClass,2,1900.85,7/12/2025
180,Dalli Cockburn,error: undefined method `first' for nil:NilClass,6,4104.11,8/8/2025
181,Zach Vasilyonok,error: undefined method `first' for nil:NilClass,6,4273.16,12/15/2025
182,Francklyn Scopes,error: undefined method `first' for nil:NilClass,9,3430.78,8/17/2025
183,Micheil Warfield,error: undefined method `first' for nil:NilClass,10,1450.44,12/23/2025
184,Elane Golsby,error: undefined method `first' for nil:NilClass,9,2544.32,12/13/2025
185,Benoite Thirtle,error: undefined method `first' for nil:NilClass,2,4426.57,2/8/2025
186,Imojean Slowcock,error: undefined method `first' for nil:NilClass,7,995.38,1/23/2025
187,Almeda Lober,error: undefined method `first' for nil:NilClass,7,1388.32,1/16/2025
188,Eartha Savins,error: undefined method `first' for nil:NilClass,2,1891.63,2/5/2025
189,Padriac MacElroy,error: undefined method `first' for nil:NilClass,1,3588.75,10/29/2025
190,Esteban Croney,error: undefined method `first' for nil:NilClass,8,4952.48,9/13/2025
191,Corey Bestwick,error: undefined method `first' for nil:NilClass,6,971.97,8/1/2025
192,Alvira D'Avaux,error: undefined method `first' for nil:NilClass,9,1476.61,9/18/2025
193,Sam Orr,error: undefined method `first' for nil:NilClass,1,26.25,2/25/2025
194,Dorry Fewell,error: undefined method `first' for nil:NilClass,10,310.97,4/15/2025
195,Zonda Brew,error: undefined method `first' for nil:NilClass,5,1669.69,9/13/2025
196,Bertram Creffeild,error: undefined method `first' for nil:NilClass,5,478.26,6/19/2025
197,Pauly Cohen,error: undefined method `first' for nil:NilClass,6,2132.16,6/26/2025
198,Weber Oboy,error: undefined method `first' for nil:NilClass,6,962.26,7/25/2025
199,Florrie Wynrehame,error: undefined method `first' for nil:NilClass,7,641.68,7/14/2025
200,Mandie Keyzor,error: undefined method `first' for nil:NilClass,10,3764.46,7/9/2025
201,Horst Groombridge,error: undefined method `first' for nil:NilClass,4,141.8,2/20/2025
202,Wayne Maciunas,error: undefined method `first' for nil:NilClass,10,3786.29,9/21/2025
203,Teddie Woodyer,error: undefined method `first' for nil:NilClass,3,144.64,5/23/2025
204,Joellen Copyn,error: undefined method `first' for nil:NilClass,10,1277.25,5/14/2025
205,Kandy Frankis,error: undefined method `first' for nil:NilClass,4,853.68,7/4/2025
206,Titos Ashbridge,error: undefined method `first' for nil:NilClass,2,3009.69,4/23/2025
207,Ian Jeff,error: undefined method `first' for nil:NilClass,8,4622.66,2/14/2025
208,Giusto Gooke,error: undefined method `first' for nil:NilClass,9,14.46,8/8/2025
209,Berkie Mitkov,error: undefined method `first' for nil:NilClass,7,533.73,8/1/2025
210,Ted Aisthorpe,error: undefined method `first' for nil:NilClass,1,561.34,8/25/2025
211,Lexie Jeffcock,error: undefined method `first' for nil:NilClass,1,1342.78,2/13/2025
212,Tanner Houston,error: undefined method `first' for nil:NilClass,1,2181.57,7/22/2025
213,Bentley Lyle,error: undefined method `first' for nil:NilClass,4,1237.84,4/17/2025
214,Lawton Assel,error: undefined method `first' for nil:NilClass,3,3343.79,10/27/2025
215,Staffard Semper,error: undefined method `first' for nil:NilClass,6,3787.63,3/6/2025
216,Tessy Sparshott,error: undefined method `first' for nil:NilClass,6,8.03,6/13/2025
217,Barri Isgar,error: undefined method `first' for nil:NilClass,8,2503.27,6/23/2025
218,Darbie Elmes,error: undefined method `first' for nil:NilClass,7,294.69,4/14/2025
219,Archaimbaud Bretherton,error: undefined method `first' for nil:NilClass,3,4475.3,8/10/2025
220,Kamila Timbs,error: undefined method `first' for nil:NilClass,10,1840.75,5/3/2025
221,Lorianne Boshard,error: undefined method `first' for nil:NilClass,4,726.39,4/20/2025
222,Pollyanna Kinloch,error: undefined method `first' for nil:NilClass,9,4298.05,3/11/2025
223,Marianna Hubbucke,error: undefined method `first' for nil:NilClass,7,469.77,6/15/2025
224,Tony Stanford,error: undefined method `first' for nil:NilClass,5,729.74,7/26/2025
225,Elli Scranny,error: undefined method `first' for nil:NilClass,3,4817.57,12/15/2025
226,Rasla Charpin,error: undefined method `first' for nil:NilClass,7,1585.55,12/3/2025
227,Deane McCorry,error: undefined method `first' for nil:NilClass,5,4998.34,6/2/2025
228,Orbadiah Malsher,error: undefined method `first' for nil:NilClass,6,3266.54,12/11/2025
229,Garold Quarles,error: undefined method `first' for nil:NilClass,8,3593.01,6/21/2025
230,Heywood Cluatt,error: undefined method `first' for nil:NilClass,5,1250.84,3/20/2025
231,Gusta Di Pietro,error: undefined method `first' for nil:NilClass,5,4294.61,6/5/2025
232,Brandais Clist,error: undefined method `first' for nil:NilClass,7,3354.19,12/7/2025
233,Fernando Devine,error: undefined method `first' for nil:NilClass,7,1285.25,2/14/2025
234,Danny Foddy,error: undefined method `first' for nil:NilClass,6,4817.08,11/19/2025
235,Lissi Fairburn,error: undefined method `first' for nil:NilClass,5,457.63,11/13/2025
236,Myrwyn Lipprose,error: undefined method `first' for nil:NilClass,6,4763.27,7/22/2025
237,Nonna Aylett,error: undefined method `first' for nil:NilClass,5,496.54,8/15/2025
238,Peadar Ajam,error: undefined method `first' for nil:NilClass,4,208.48,4/24/2025
239,Tabbitha Trumper,error: undefined method `first' for nil:NilClass,7,888.28,5/1/2025
240,Nelly Raspin,error: undefined method `first' for nil:NilClass,7,3615.88,9/17/2025
241,Floyd Beldon,error: undefined method `first' for nil:NilClass,7,4052.68,4/29/2025
242,Arlene Wallwork,error: undefined method `first' for nil:NilClass,9,708.52,12/9/2025
243,Chelsea Konert,error: undefined method `first' for nil:NilClass,3,4390.34,2/5/2025
244,Laurianne Paolone,error: undefined method `first' for nil:NilClass,7,4001.34,8/13/2025
245,Dallon Eady,error: undefined method `first' for nil:NilClass,5,4895.05,7/2/2025
246,Barn Marchant,error: undefined method `first' for nil:NilClass,7,1500.53,7/13/2025
247,Ara Kinchin,error: undefined method `first' for nil:NilClass,8,4243.28,6/20/2025
248,Tadeo Vallance,error: undefined method `first' for nil:NilClass,8,2436.67,11/23/2025
249,Ellswerth Filipczynski,error: undefined method `first' for nil:NilClass,5,4681.23,9/7/2025
250,Annemarie Harflete,error: undefined method `first' for nil:NilClass,6,2314.39,7/13/2025
251,Katharina Persich,error: undefined method `first' for nil:NilClass,6,2220.62,3/23/2025
252,Duky Millson,error: undefined method `first' for nil:NilClass,1,4373.7,6/22/2025
253,Andreas Oglevie,error: undefined method `first' for nil:NilClass,8,4044.48,12/23/2025
254,Lek Giraldez,error: undefined method `first' for nil:NilClass,1,167.76,3/9/2025
255,Janet Sannes,error: undefined method `first' for nil:NilClass,3,2040.81,11/10/2025
256,Evin Delve,error: undefined method `first' for nil:NilClass,4,642.16,4/15/2025
257,Nathanael Patillo,error: undefined method `first' for nil:NilClass,3,1433.83,10/28/2025
258,Northrup Peasnone,error: undefined method `first' for nil:NilClass,10,3667.61,8/19/2025
259,Brit Deary,error: undefined method `first' for nil:NilClass,1,4483.83,1/28/2025
260,Aimil Peatt,error: undefined method `first' for nil:NilClass,5,35.19,2/28/2025
261,Binny Biffen,error: undefined method `first' for nil:NilClass,6,510.8,3/9/2025
262,Madeleine Cartmael,error: undefined method `first' for nil:NilClass,4,160.98,10/22/2025
263,Brinna Glantz,error: undefined method `first' for nil:NilClass,6,2120.89,5/21/2025
264,Yettie Folds,error: undefined method `first' for nil:NilClass,10,3106.55,3/9/2025
265,Normie Watkiss,error: undefined method `first' for nil:NilClass,7,596.35,7/19/2025
266,Bondon Hodgin,error: undefined method `first' for nil:NilClass,3,3320.2,1/30/2025
267,Casey Scrowton,error: undefined method `first' for nil:NilClass,2,1033.5,2/4/2025
268,Tammi Hember,error: undefined method `first' for nil:NilClass,1,4047.18,8/13/2025
269,Isidor Lush,error: undefined method `first' for nil:NilClass,3,542.82,6/9/2025
270,Ashly Coare,error: undefined method `first' for nil:NilClass,10,3584.31,3/22/2025
271,Jeth Dunbobin,error: undefined method `first' for nil:NilClass,2,3212.39,5/8/2025
272,Betti Bolsteridge,error: undefined method `first' for nil:NilClass,1,4363.36,8/6/2025
273,Vickie Stigers,error: undefined method `first' for nil:NilClass,2,4084.24,4/16/2025
274,Claire Souch,error: undefined method `first' for nil:NilClass,3,83.41,10/14/2025
275,Cherlyn Askam,error: undefined method `first' for nil:NilClass,2,2769.08,2/11/2025
276,Darcey Gusticke,error: undefined method `first' for nil:NilClass,5,1484.85,5/5/2025
277,Sawyere Cornejo,error: undefined method `first' for nil:NilClass,6,3914.84,12/14/2025
278,Salomi Dunmuir,error: undefined method `first' for nil:NilClass,10,4178.7,3/29/2025
279,Matteo Digan,error: undefined method `first' for nil:NilClass,4,1438.22,6/4/2025
280,Fabian Belle,error: undefined method `first' for nil:NilClass,6,3326.07,9/23/2025
281,Maddy Ball,error: undefined method `first' for nil:NilClass,6,3664.75,3/4/2025
282,Bendicty Linnett,error: undefined method `first' for nil:NilClass,1,3290.54,3/19/2025
283,Frayda Jekyll,error: undefined method `first' for nil:NilClass,6,1253.93,10/19/2025
284,Miranda Tampen,error: undefined method `first' for nil:NilClass,1,4673.98,3/23/2025
285,Faun Marlow,error: undefined method `first' for nil:NilClass,7,1377.27,11/24/2025
286,Lonni Boffin,error: undefined method `first' for nil:NilClass,8,3341.53,9/26/2025
287,Nicki Fookes,error: undefined method `first' for nil:NilClass,10,4542.13,11/21/2025
288,Rebekkah Berlin,error: undefined method `first' for nil:NilClass,5,3367.71,7/1/2025
289,Algernon Salomon,error: undefined method `first' for nil:NilClass,5,4265.47,7/19/2025
290,Reamonn Redmain,error: undefined method `first' for nil:NilClass,6,627.56,12/4/2025
291,Theo Gerdes,error: undefined method `first' for nil:NilClass,7,3500.74,11/27/2025
292,Pavia Willeman,error: undefined method `first' for nil:NilClass,4,3957.45,2/27/2025
293,Tildie Oulet,error: undefined method `first' for nil:NilClass,9,4629.66,12/26/2025
294,Morie Clue,error: undefined method `first' for nil:NilClass,3,1745.0,6/6/2025
295,Rosamund Sebley,error: undefined method `first' for nil:NilClass,1,3897.1,4/29/2025
296,Virgie Spere,error: undefined method `first' for nil:NilClass,9,3414.12,7/10/2025
297,Eunice Davydoch,error: undefined method `first' for nil:NilClass,6,1727.96,4/26/2025
298,Mae Parsisson,error: undefined method `first' for nil:NilClass,9,4416.07,12/29/2025
299,Anastasie Summerrell,error: undefined method `first' for nil:NilClass,4,1807.86,12/7/2025
300,Judi Jeenes,error: undefined method `first' for nil:NilClass,2,4277.86,6/17/2025
301,Colene Purcer,error: undefined method `first' for nil:NilClass,2,4240.1,7/30/2025
302,Hermia Rigney,error: undefined method `first' for nil:NilClass,2,285.14,1/7/2025
303,Julina Gudgen,error: undefined method `first' for nil:NilClass,2,1443.58,8/28/2025
304,Pancho Allaker,error: undefined method `first' for nil:NilClass,2,294.98,8/13/2025
305,Sibyl Flecknell,error: undefined method `first' for nil:NilClass,4,2210.27,10/1/2025
306,Nikos Grigolon,error: undefined method `first' for nil:NilClass,3,4773.82,9/8/2025
307,Cheri Rolley,error: undefined method `first' for nil:NilClass,1,3040.88,9/22/2025
308,Jermaine Cathrall,error: undefined method `first' for nil:NilClass,5,4338.69,9/14/2025
309,Ayn McVee,error: undefined method `first' for nil:NilClass,1,1923.33,11/24/2025
310,Arne Dillamore,error: undefined method `first' for nil:NilClass,4,3858.7,6/27/2025
311,Troy Vanstone,error: undefined method `first' for nil:NilClass,4,4130.41,10/28/2025
312,Taber Danels,error: undefined method `first' for nil:NilClass,10,3257.72,7/7/2025
313,Marlowe Innocenti,error: undefined method `first' for nil:NilClass,10,165.55,3/26/2025
314,Holden Stammirs,error: undefined method `first' for nil:NilClass,3,4369.61,11/26/2025
315,Aili Poad,error: undefined method `first' for nil:NilClass,9,754.41,5/16/2025
316,Brantley Fritzer,error: undefined method `first' for nil:NilClass,10,640.76,10/3/2025
317,Frasquito Franscioni,error: undefined method `first' for nil:NilClass,3,172.1,2/5/2025
318,Franni Jeanon,error: undefined method `first' for nil:NilClass,9,4856.12,2/2/2025
319,Gertie Cobon,error: undefined method `first' for nil:NilClass,2,4337.36,6/12/2025
320,Armstrong Shilston,error: undefined method `first' for nil:NilClass,5,312.0,3/13/2025
321,Guillema Palfree,error: undefined method `first' for nil:NilClass,8,4093.43,8/19/2025
322,Neda Groom,error: undefined method `first' for nil:NilClass,3,3799.68,2/24/2025
323,Louisette Le Barre,error: undefined method `first' for nil:NilClass,5,4701.12,10/10/2025
